,LotArea,Street,LotShape,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Foundation,CentralAir,Electrical,Functional,Fireplaces,YrSold,SaleType,SaleCondition,SalePrice
637,6000,Pave,Reg,1.5Fin,1954,1954,Gable,CompShg,CBlock,Y,FuseA,Typ,0,2009,WD,Normal,93000
638,8777,Pave,Reg,1Story,1910,1950,Gable,CompShg,CBlock,Y,FuseA,Typ,0,2008,WD,Normal,85000
639,3982,Pave,Reg,1Story,2006,2006,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2006,New,Partial,264561
640,12677,Pave,IR1,1Story,2003,2004,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,274000
641,7050,Pave,Reg,2Story,2001,2001,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,226000
642,13860,Pave,Reg,SLvl,1972,1995,Gable,CompShg,CBlock,Y,SBrkr,Typ,3,2009,WD,Normal,345000
643,10793,Pave,Reg,2Story,1969,1969,Mansard,CompShg,CBlock,Y,SBrkr,Min1,0,2007,WD,Normal,152000
644,9187,Pave,Reg,1Story,2009,2009,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,New,Partial,370878
645,10530,Pave,IR1,1Story,1971,1971,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,143250
646,7200,Pave,Reg,1Story,1950,1950,Hip,CompShg,CBlock,Y,SBrkr,Min1,0,2008,WD,Normal,98300
647,10452,Pave,IR1,1Story,1953,1953,Hip,CompShg,CBlock,Y,SBrkr,Typ,2,2008,WD,Normal,155000
648,7700,Pave,Reg,2Story,1966,1966,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2010,WD,Normal,155000
649,1936,Pave,Reg,SFoyer,1970,1970,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,84500
650,8125,Pave,Reg,2Story,2007,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,205950
651,9084,Pave,Reg,2Story,1940,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,108000
652,8750,Pave,Reg,2Story,1996,1996,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,191000
653,10320,Pave,Reg,1.5Fin,1906,1995,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,135000
654,10437,Pave,IR1,1Story,1995,1995,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,350000
655,1680,Pave,Reg,2Story,1971,1971,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Family,88000
656,10007,Pave,IR1,1Story,1959,2006,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,145500
657,7200,Pave,Reg,2Story,1931,2000,Gable,CompShg,BrkTil,Y,SBrkr,Typ,1,2008,WD,Normal,149000
658,17503,Pave,Reg,1.5Fin,1948,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2010,WD,Abnorml,97500
659,9937,Pave,Reg,1Story,1964,1999,Hip,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,167000
660,12384,Pave,Reg,2Story,1976,1976,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,197900
661,46589,Pave,IR2,2Story,1994,2005,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,402000
662,13560,Pave,Reg,1Story,1968,1968,Hip,CompShg,CBlock,Y,SBrkr,Maj2,2,2009,WD,Normal,110000
663,10012,Pave,Reg,SFoyer,1972,1972,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,137500
664,20896,Pave,IR2,1Story,2005,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,New,Partial,423000
665,11194,Pave,IR1,2Story,2000,2000,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,230500
666,18450,Pave,IR1,2Story,1965,1979,Flat,Tar&Grv,CBlock,Y,SBrkr,Sev,1,2007,WD,Abnorml,129000
667,8125,Pave,Reg,1Story,1994,1998,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,193500
668,14175,Pave,Reg,1Story,1956,1987,Gable,CompShg,CBlock,Y,SBrkr,Min2,1,2006,WD,Normal,168000
669,11600,Pave,Reg,1Story,1922,1950,Gable,CompShg,BrkTil,Y,SBrkr,Typ,1,2006,WD,Normal,137500
670,8633,Pave,Reg,2Story,2005,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,173500
671,6629,Pave,Reg,2Story,1925,1950,Gambrel,CompShg,BrkTil,N,SBrkr,Typ,0,2009,WD,Normal,103600
672,11250,Pave,IR1,1Story,1977,1977,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,165000
673,14442,Pave,Reg,1Story,1957,2004,Hip,CompShg,PConc,Y,SBrkr,Typ,2,2007,WD,Normal,257500
674,9200,Pave,Reg,1Story,1965,1965,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2008,WD,Normal,140000
675,2289,Pave,Reg,2Story,1978,1978,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,148500
676,9600,Pave,Reg,2Story,1900,1950,Gable,CompShg,BrkTil,N,SBrkr,Min2,0,2006,WD,Normal,87000
677,9022,Pave,Reg,1Story,1924,2006,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2009,WD,Normal,109500
678,11844,Pave,IR1,1Story,2008,2008,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2009,New,Partial,372500
679,9945,Pave,IR1,1Story,1961,1961,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,128500
680,8012,Pave,Reg,1Story,1980,1980,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2010,WD,Normal,143000
681,4500,Pave,IR2,1.5Fin,1932,2000,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2009,WD,Abnorml,159434
682,2887,Pave,Reg,1Story,1996,1997,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,173000
683,11248,Pave,IR1,1Story,2002,2002,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,285000
684,16770,Pave,IR2,2Story,1998,1998,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,221000
685,5062,Pave,IR1,2Story,1984,1984,Gable,CompShg,CBlock,Y,SBrkr,Min1,1,2007,WD,Normal,207500
686,10207,Pave,Reg,2Story,2007,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,New,Partial,227875
687,5105,Pave,IR2,2Story,2004,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,148800
688,8089,Pave,Reg,1Story,2007,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,New,Partial,392000
689,7577,Pave,IR1,1Story,2005,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,194700
690,4426,Pave,Reg,1Story,2004,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,141000
691,21535,Pave,IR1,2Story,1994,1995,Gable,WdShngl,PConc,Y,SBrkr,Typ,2,2007,WD,Normal,755000
692,26178,Pave,IR1,2Story,1989,1990,Hip,CompShg,PConc,Y,SBrkr,Typ,2,2006,WD,Normal,335000
693,5400,Pave,Reg,1Story,1921,1968,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2006,WD,Abnorml,108480
694,6120,Pave,Reg,1.5Fin,1936,1950,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2009,WD,Normal,141500
695,13811,Pave,IR1,1Story,1987,1987,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,176000
696,6000,Pave,Reg,1Story,1921,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Normal,89000
697,6420,Pave,IR1,1Story,1952,1952,Gable,CompShg,PConc,Y,FuseA,Typ,0,2006,WD,Normal,123500
698,8450,Pave,Reg,1Story,1965,2009,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2010,WD,Normal,138500
699,4282,Pave,IR2,1Story,2004,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,196000
700,14331,Pave,Reg,1Story,2002,2002,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,312500
701,9600,Pave,Reg,1Story,1969,1969,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2006,COD,Normal,140000
702,12438,Pave,IR1,2Story,2006,2006,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2006,New,Partial,361919
703,7630,Pave,Reg,2Story,1900,1996,Gable,CompShg,BrkTil,Y,SBrkr,Typ,1,2010,WD,Normal,140000
704,8400,Pave,Reg,1Story,2004,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,213000
705,5600,Pave,Reg,2Story,1930,1950,Hip,CompShg,Slab,N,SBrkr,Mod,0,2010,WD,Normal,55000
706,115149,Pave,IR2,1Story,1971,2002,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2007,WD,Normal,302000
707,6240,Pave,Reg,1Story,2006,2006,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,254000
708,9018,Pave,IR1,2Story,2007,2007,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2007,New,Partial,179540
709,7162,Pave,IR1,1Story,1966,1966,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Abnorml,109900
710,4130,Pave,IR1,1Story,1935,2003,Gable,CompShg,CBlock,Y,SBrkr,Maj2,0,2008,WD,Normal,52000
711,8712,Pave,Reg,1.5Fin,1900,1950,Gable,CompShg,Stone,Y,SBrkr,Typ,0,2010,WD,Abnorml,102776
712,4671,Pave,IR1,1Story,1988,1989,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,189000
713,9873,Pave,Reg,1Story,1970,1970,Gable,CompShg,CBlock,N,SBrkr,Typ,0,2006,WD,Normal,129000
714,13517,Pave,IR1,2Story,1976,2005,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Normal,130500
715,10140,Pave,Reg,1Story,1974,1974,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,165000
716,10800,Pave,Reg,2Story,1890,1998,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2007,WD,Normal,159500
717,10000,Pave,Reg,1Story,1973,2000,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2008,WD,Normal,157000
718,10542,Pave,Reg,2Story,1993,1994,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,341000
719,9920,Pave,IR1,1Story,1969,1969,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,128500
720,6563,Pave,IR1,1Story,1985,1985,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,275000
721,4426,Pave,Reg,1Story,2004,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,143000
722,8120,Pave,Reg,1Story,1970,1970,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,124500
723,8172,Pave,Reg,1.5Fin,1954,1972,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,135000
724,13286,Pave,IR1,1Story,2007,2008,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,320000
725,6960,Pave,Reg,1Story,1970,1970,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,120500
726,21695,Pave,IR1,1Story,1988,2007,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,222000
727,7314,Pave,Reg,1Story,2007,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,194500
728,11475,Pave,Reg,1Story,1958,1958,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,COD,Abnorml,110000
729,6240,Pave,Reg,1.5Fin,1925,1950,Gable,CompShg,CBlock,Y,FuseA,Typ,0,2009,WD,Normal,103000
730,5389,Pave,IR1,1Story,1995,1996,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2010,WD,Normal,236500
731,9590,Pave,IR1,SLvl,2003,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,187500
732,11404,Pave,IR1,2Story,1998,1999,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,222500
733,10000,Pave,Reg,1Story,1961,1983,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,131400
734,8978,Pave,IR1,1Story,1968,1968,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Family,108000
735,10800,Pave,Reg,2.5Unf,1914,1970,Gable,CompShg,BrkTil,N,SBrkr,Typ,2,2006,WD,Normal,163000
736,8544,Pave,Reg,1Story,1950,1950,Gable,CompShg,CBlock,N,FuseF,Typ,0,2006,WD,Normal,93500
737,10463,Pave,IR1,2Story,2005,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,239900
738,10800,Pave,Reg,1Story,1987,1988,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Alloca,179000
739,9313,Pave,IR1,2Story,2004,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,190000
740,9600,Pave,Reg,2Story,1910,2002,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2007,WD,Abnorml,132000
741,6768,Pave,IR1,1Story,1961,1996,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,142000
742,8450,Pave,Reg,1Story,2000,2001,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,179000
743,12886,Pave,IR1,SLvl,1963,1999,Gable,CompShg,CBlock,Y,SBrkr,Min2,1,2009,WD,Normal,175000
744,5395,Pave,IR1,1Story,1993,1993,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,180000
745,8963,Pave,IR1,2Story,1976,1996,Hip,CompShg,CBlock,Y,SBrkr,Typ,2,2008,WD,Normal,299800
746,8795,Pave,IR1,2Story,2000,2000,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,236000
747,11700,Pave,IR1,2Story,1880,2003,Mansard,CompShg,Stone,N,SBrkr,Typ,1,2009,WD,Normal,265979
748,10593,Pave,IR1,1Story,1996,1996,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2010,WD,Normal,260400
749,8405,Pave,Reg,1.5Fin,1945,1950,Gable,CompShg,Slab,N,FuseF,Mod,0,2009,WD,Normal,98000
750,8800,Pave,Reg,1.5Fin,1910,2004,Gable,CompShg,BrkTil,Y,SBrkr,Min2,0,2010,WD,Normal,96500
751,7750,Pave,Reg,2Story,2003,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,162000
752,9236,Pave,IR1,1Story,1997,1997,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,WD,Normal,217000
753,10240,Pave,Reg,2Story,2005,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,275500
754,7930,Pave,Reg,1Story,1969,2005,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,156000
755,3230,Pave,Reg,2Story,1999,1999,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,172500
756,10769,Pave,IR1,2Story,2007,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,212000
757,11616,Pave,IR1,2Story,1978,1978,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2010,WD,Abnorml,158900
758,2280,Pave,Reg,2Story,1999,1999,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,179400
759,12257,Pave,IR1,2Story,1995,1995,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,290000
760,9100,Pave,Reg,1Story,1959,1959,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,127500
761,6911,Pave,Reg,1Story,1924,1950,Gable,CompShg,PConc,Y,SBrkr,Min1,0,2009,WD,Normal,100000
762,8640,Pave,Reg,2Story,2009,2009,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,Con,Normal,215200
763,9430,Pave,Reg,2Story,1999,1999,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,337000
764,9549,Pave,IR1,1Story,1995,1996,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,270000
765,14587,Pave,IR1,1Story,2008,2008,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,New,Partial,264132
766,10421,Pave,Reg,2Story,1988,1988,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2010,WD,Normal,196500
767,12508,Pave,IR1,1.5Fin,1940,1985,Gable,CompShg,CBlock,Y,SBrkr,Mod,0,2008,WD,Normal,160000
768,9100,Pave,Reg,1Story,2004,2005,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,216837
769,53504,Pave,IR2,2Story,2003,2003,Hip,CompShg,PConc,Y,SBrkr,Mod,1,2010,WD,Normal,538000
770,7252,Pave,IR1,SFoyer,1982,1982,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,134900
771,8877,Pave,Reg,1Story,1951,1951,Gable,CompShg,CBlock,Y,FuseF,Typ,0,2006,COD,Normal,102000
772,7819,Pave,Reg,SLvl,1976,1976,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2010,WD,Abnorml,107000
773,10150,Pave,Reg,1Story,1958,1958,Gable,CompShg,CBlock,Y,FuseA,Typ,0,2007,COD,Normal,114500
774,14226,Pave,Reg,1Story,2006,2006,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2007,New,Partial,395000
775,4500,Pave,Reg,1Story,1998,1998,Hip,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,162000
776,11210,Pave,IR1,1Story,2005,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,New,Partial,221500
777,13350,Pave,IR1,1Story,1974,1974,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,142500
778,8400,Pave,Reg,1Story,1977,1977,Gable,CompShg,Slab,Y,SBrkr,Typ,2,2007,WD,Normal,144000
779,10530,Pave,Reg,SFoyer,1977,1977,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Normal,135000
780,7875,Pave,Reg,1Story,1995,1996,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,176000
781,7153,Pave,Reg,2Story,1992,1992,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,WD,Normal,175900
782,16285,Pave,IR2,1Story,2001,2002,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,187100
783,9101,Pave,IR1,SFoyer,1978,1978,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,165500
784,6300,Pave,Reg,2.5Unf,1914,2001,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2008,WD,Normal,128000
785,9790,Pave,Reg,1Story,1967,1967,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,161500
786,10800,Pave,Reg,1.5Fin,1915,1950,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,139000
787,10142,Pave,IR1,2Story,2004,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,233000
788,6000,Pave,Reg,1Story,1954,2000,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,107900
789,12205,Pave,IR1,2Story,1966,2007,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,187500
790,3182,Pave,Reg,1Story,2005,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,160200
791,11333,Pave,IR1,SLvl,1976,1976,Gable,CompShg,PConc,Y,SBrkr,Typ,2,2007,WD,Normal,146800
792,9920,Pave,IR1,2Story,1996,1997,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,269790
793,9158,Pave,Reg,1Story,2007,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,New,Partial,225000
794,10832,Pave,IR1,2Story,1994,1996,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,194500
795,8400,Pave,Reg,2Story,1980,1981,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2010,WD,Normal,171000
796,8197,Pave,Reg,1Story,1977,1977,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,143500
797,7677,Pave,Reg,1Story,1953,1953,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Abnorml,110000
798,13518,Pave,Reg,2Story,2008,2009,Hip,CompShg,PConc,Y,SBrkr,Typ,2,2009,New,Partial,485000
799,7200,Pave,Reg,1.5Fin,1937,1950,Gable,CompShg,BrkTil,Y,SBrkr,Typ,2,2007,WD,Normal,175000
800,12798,Pave,IR1,2Story,1997,1997,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,200000
801,4800,Pave,Reg,1Story,1916,1990,Gable,CompShg,CBlock,Y,FuseA,Typ,0,2007,WD,Normal,109900
802,8199,Pave,Reg,2Story,2005,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,189000
803,13891,Pave,Reg,2Story,2008,2009,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2009,New,Partial,582933
804,9000,Pave,Reg,1Story,1954,1954,Gable,CompShg,CBlock,Y,SBrkr,Min1,0,2006,WD,Family,118000
805,12274,Pave,IR1,1Story,2008,2008,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,New,Partial,227680
806,9750,Pave,Reg,SLvl,1967,1967,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,WD,Normal,135500
807,21384,Pave,Reg,2Story,1923,2004,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,223500
808,13400,Pave,Reg,SLvl,1966,1966,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,159950
809,8100,Pave,Reg,2.5Unf,1898,1965,Hip,CompShg,PConc,N,FuseA,Typ,0,2009,WD,Normal,106000
810,10140,Pave,Reg,1Story,1974,1999,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,181000
811,4438,Pave,Reg,1Story,2004,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,ConLD,Normal,144500
812,8712,Grvl,Reg,1Story,1952,1952,Hip,CompShg,CBlock,N,FuseA,Typ,0,2010,WD,Alloca,55993
813,9750,Pave,Reg,1Story,1958,1958,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,COD,Normal,157900
814,8248,Pave,Reg,1.5Fin,1918,1950,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2006,WD,Normal,116000
815,12137,Pave,IR2,1Story,1998,1998,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,224900
816,11425,Pave,IR1,1Story,1954,1954,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,137000
817,13265,Pave,IR1,1Story,2002,2002,Hip,CompShg,PConc,Y,SBrkr,Typ,2,2008,WD,Normal,271000
818,8816,Pave,Reg,SLvl,1971,1971,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Normal,155000
819,6371,Pave,IR1,1Story,2009,2010,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2010,New,Partial,224000
820,7226,Pave,IR1,2Story,2003,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,183000
821,6000,Pave,Reg,1Story,1953,1953,Gable,CompShg,CBlock,N,SBrkr,Min2,0,2009,WD,Normal,93000
822,12394,Pave,IR1,2Story,2003,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Family,225000
823,9900,Pave,Reg,1.5Fin,1940,1950,Gable,CompShg,BrkTil,Y,SBrkr,Typ,1,2009,WD,Normal,139500
824,11216,Pave,Reg,1Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,New,Partial,232600
825,14803,Pave,Reg,1Story,2007,2008,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2008,New,Partial,385000
826,6130,Pave,Reg,1.5Unf,1924,1950,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2008,WD,Normal,109500
827,8529,Pave,IR1,1Story,2001,2001,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,189000
828,28698,Pave,IR2,2Story,1967,1967,Flat,Tar&Grv,PConc,Y,SBrkr,Min2,0,2009,WD,Abnorml,185000
829,2544,Pave,Reg,2Story,2005,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,WD,Normal,147400
830,11900,Pave,IR1,1Story,1957,1957,Gable,CompShg,CBlock,Y,FuseA,Typ,2,2008,WD,Normal,166000
831,3180,Pave,Reg,2Story,2005,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,WD,Normal,151000
832,9548,Pave,IR1,2Story,2003,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2010,WD,Normal,237000
833,10004,Pave,Reg,1Story,1964,1964,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,167000
834,7875,Pave,Reg,1Story,1961,1961,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,139950
835,9600,Pave,Reg,1Story,1950,1995,Gable,CompShg,CBlock,Y,SBrkr,Min2,0,2010,WD,Normal,128000
836,8100,Pave,Reg,1Story,1948,1973,Gable,CompShg,BrkTil,Y,SBrkr,Min2,0,2007,COD,Normal,153500
837,1680,Pave,Reg,2Story,1973,1973,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,100000
838,9525,Pave,Reg,1Story,1995,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,144000
839,11767,Pave,Reg,1.5Fin,1946,1995,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,130500
840,12155,Pave,IR1,2Story,1925,1950,Gable,CompShg,BrkTil,N,SBrkr,Typ,0,2008,WD,Normal,140000
841,10440,Pave,Reg,2Story,1904,2002,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,157500
842,9020,Pave,Reg,SLvl,1966,1966,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,174900
843,8000,Pave,Reg,1Story,1961,1961,Gable,CompShg,CBlock,N,SBrkr,Typ,0,2007,WD,Normal,141000
844,12665,Pave,IR1,1.5Fin,1915,1950,Gable,CompShg,BrkTil,Y,SBrkr,Typ,1,2008,WD,Normal,153900
845,16647,Pave,IR1,SFoyer,1975,1981,Gable,CompShg,CBlock,Y,SBrkr,Min2,2,2007,WD,Normal,171000
846,9317,Pave,Reg,2Story,1993,1993,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,213000
847,15523,Pave,IR1,1Story,1972,1972,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,133500
848,45600,Pave,IR2,1.5Fin,1908,1997,Gable,CompShg,BrkTil,Y,SBrkr,Typ,1,2008,WD,Normal,240000
849,9600,Pave,Reg,SLvl,1976,1994,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,187000
